"NC Code","Brand Name","Total Available","Size","Cases Per Pallet","Supplier","Supplier Allotment","Broker Name",
="00605","Mt. Gay XO Triple Cask","168",".75L","100","Remy Cointreau USA","300","Lauren Wiseman",
="00610","Santa Teresa 1796","0",".75L","116","Bacardi USA","0","Barry Sessoms",
="00659","D'Usse XO Cognac","67",".75L","25","Bacardi USA","120","Barry Sessoms",
="00668","Remy Martin Tercet","57",".75L","70","Remy Cointreau USA","210","Lauren Wiseman",
="00703","Grand Marnier 100Y","114",".75L","60","Campari America","60","Barry Sessoms",
="00707","Agavero Orange Tequila Liqueur","31",".75L","39","WI, Inc","64","Lauren Wiseman",
="00710","Cynar","265","1.00L","44","Campari America","132","Barry Sessoms",
="00806","Santo Fino Reposado","102",".75L","152","Shaw-Ross International","152","Barry Sessoms",
="00807","Adictivo Extra Anejo","99",".75L","156","Marsalle/Stoller Imports","156","Jeffrey A. Morse, Jr.",
="00808","Cava De Oro Extra Anejo","211",".75L","100","Marsalle/Stoller Imports","0","Jeffrey A. Morse, Jr.",
="00810","Jose Cuervo Reserva de Familia","21",".75L","100","Proximo Spirits","100","Lauren Wiseman",
="00820","Mezcal Vago Elote","53",".75L","40","Heaven Hill","40","Nick Pourasef",
="00823","Patron Reposado","81","1.75L","56","Bacardi USA","112","Barry Sessoms",
="00824","Patron Anejo","66","1.75L","56","Bacardi USA","112","Barry Sessoms",
="00825","Los Vecinos Mezcal","146",".75L","112","Sazerac Co.","112","Rick Henry",
="00827","Casa Dragones 16 Joven Tequila","13",".75L","96","MHW/ Casa Dragones","96","Bill York",
="00828","Herradura Anejo Legend","87",".75L","100","Brown - Forman","300","Lauren Wiseman",
="00832","Azteca Azul Plata","198",".75L","120","Global Beverage Team LLC","300","Donavan Campbell",
="00834","Maestro Dobel 50 Cristalino Extra Añejo","77",".75L","39","Proximo Spirits","117","Lauren Wiseman",
="00838","Herradura Silver","51","1.75L","96","Brown - Forman","288","Lauren Wiseman",
="00840","Mezcal Vago Espadin Jarquin","83",".75L","30","Heaven Hill","90","Nick Pourasef",
="18783","See the Elephant Amaro","0",".75L","85","HTH Imports","0","Mark Fitlin",
="18784","Old Fitzgerald BIB 10Y  Decanter","0",".75L","112","Heaven Hill","0","Nick Pourasef",
="18785","Writer's Tears Red Head","0",".75L","120","Hotaling & Co.","0","Barry Sessoms",
="18786","Penelope Toasted Rye Barrel Finish","257",".75L","112","Luxco","0","Donavan Campbell",
="18787","Ole Smoky Some Beach Tropical Coconut Cream","0",".75L","154","Ole Smoky Distillery","0","Barry Sessoms",
="18788","Ole Smoky Hot & Spicy Moonshine Pickles","0",".75L","154","Ole Smoky Distillery","0","Barry Sessoms",
="18789","Crush Crate Vodka Crush Variety 12Pk","0","4.26L","120","Bold Rock","0","William Clay Adams",
="18790","Vodka Orange Crush 4Pk","0","1.42L","120","Bold Rock","0","William Clay Adams",
="18791","Vodka Transfusion 4Pk","0","1.42L","120","Bold Rock","0","William Clay Adams",
="18792","Blackened X Rabbit Hole Whiskey","0",".75L","92","MHW/ Sweet Amber Ventures","0","Nick Pourasef",
="18793","Remus Repeal Reserve VII","0",".75L","100","Luxco","0","Donavan Campbell",
="18794","Yellowstone Limited Edition 2023","0",".75L","160","Luxco","0","Donavan Campbell",
="18795","Penelope Rio Cask Finish","0",".75L","112","Luxco","0","Donavan Campbell",
="18796","El Mayor Extra Anejo Bourbon Barrel Aged","46",".75L","84","Luxco","0","Donavan Campbell",
="18797","Daviess County Medium Toasted Finish","0",".75L","100","Luxco","0","Donavan Campbell",
="18798","Rossville Union 6Y BIB Straight Rye","0","700ML","120","Luxco","0","Donavan Campbell",
="18800","Canadian Club Sherry Cask","0",".75L","80","Beam Suntory","0","Bill York",
="18801","Hardin's Creek Kentucky Series Frankfort","0",".75L","75","Beam Suntory","0","Bill York",
="18802","Laphroaig Cairdeas 2023","0","700ML","88","Beam Suntory","0","Bill York",
="18803","On the Rocks White Negroni","0",".375L","105","Beam Suntory","0","Bill York",
="18804","Ben Holladay 6Y MO Whiskey Bourbon BIB","60",".75L","92","McCormick Distilling Co.","0","Donavan Campbell",
="18805","Keeper's Heart 10Y Single Malt","0","700ML","100","MHW/ O'Shaughnessy Distilling","0","Jason Lemansky",
="18806","Dr. Stoner's Hierba Madura","95",".75L","100","Blackbird Spirits","0","Jason Lemansky",
="18807","Dr. Stoners Island Bush Rum","97",".75L","100","Blackbird Spirits","0","Jason Lemansky",
="18808","Soda Jerk Root Beer Shot","67",".75L","80","Soda Jerk","0","Jason Lemansky",
="18809","Soda Jerk Orange Cream Shot","65",".75L","80","Soda Jerk","0","Jason Lemansky",
="18811","SummerStorm - Sophisticated Moonshine","300",".75L","110","SummerStorm","0","Mark Bloomquist",
="18812","Old Hillside KSBW","0",".75L","50","Old Hillside Bourbon Company","0","Jason Lemansky",
="18813","Elijah Craig Toasted Barrel Ryder's Cup","0",".75L","152","Heaven Hill","0","Nick Pourasef",
="18815","Sagamore Rye 8Y","0",".75L","95","Sagamore Spirit","0","Lauren Wiseman",
="18818","Buzzard's Roost Single Barrel Bourbon","0",".75L","116","Buzzard's Roost Spirits","0","Jason Lemansky",
="18819","Latin Beach","0",".75L","76","Park St Imp/ Latin Gin","0","Wycliffe Lovelace",
="18820","Latin Lover Gin","0",".75L","76","Park St Imp/ Latin Gin","0","Wycliffe Lovelace",
="18822","Dos Hombres Mezcal w/ 500ML Fever Tree","99",".75L","36","MHW/ Dos Hombres","0","Bill York",
="18823","Peerless High Rye Bourbon","128",".75L","80","Peerless Distilling","0","Nick Pourasef",
="18824","Blue Run KS Bourbon Whiskey Reflection II","0",".75L","64","Park St Imp/ Blue Run Spirits","0","Nick Pourasef",
="18827","Dirty Devil Vodka","0",".75L","120","Park St Imp/ DDV Spirits USA","0","Mark Fitlin",
="18831","Loud Lemon Island Jam 4Pk","160","1.42L","104","American Spirits Exchange","0","Jeffrey A. Morse, Jr.",
="18832","Loud Lemon Strawberry Watermelon Smash 4Pk","158","1.42L","104","American Spirits Exchange","0","Jeffrey A. Morse, Jr.",
="18833","Loud Lemon Summer Hummer 4Pk","168","1.42L","104","American Spirits Exchange","0","Jeffrey A. Morse, Jr.",
="18834","Casamigos Cristalino","0",".75L","105","Diageo dba Casamigos","0","Bill York",
="18839","Kinky Peach Mango","0","50ML","160","Associated Brewing","0","Jason Lemansky",
="18845","Wild Turkey Master's Keep Voyage","0",".75L","32","Campari America","0","Barry Sessoms",
="18849","Green Spot Chateau Leoville Barton","0",".75L","115","Pernod Ricard USA","0","Jack Wooten",
="18851","Plantation SC22 Fiji Islands 2001 Rozelieure","0",".75L","88","Maison Ferrand USA","0","Nick Pourasef",
="18852","Plantation Rum XO 20th Anniversary","0",".375L","75","Maison Ferrand USA","0","Nick Pourasef",
="18853","Canerock Spiced Rum","0","700ML","96","Maison Ferrand USA","0","Nick Pourasef",
="18854","Yeyo Reposado Tequila Ltd Edition","35",".75L","88","American Spirits Exchange","0","Mark Fitlin",
="18855","Tres Agaves Extra Anejo Single Barrel (BTB)","26",".75L","100","Trinchero Family Estates","0","Nick Pourasef",
="18856","Tres Agaves Reposado Barrel (BTB)","39",".75L","100","Trinchero Family Estates","0","Nick Pourasef",
="18857","Old Elk Straight Bourbon Single Barrel Select","84",".75L","100","Old Elk Distillery","0","Barry Sessoms",
="18867","Truly White Peach","399",".75L","60","Beam Suntory","0","Bill York",
="18868","Truly Blood Orange","410",".75L","60","Beam Suntory","0","Bill York",
="18869","Bourbon County Tri-Pack","0","1.125L","24","Beam Suntory","0","Bill York",
="18873","Courage & Conviction Double Cask Reserve","0",".75L","80","Park St Imp/ Virginia Distillery","0","Lauren Wiseman",
="18888","Pusser's Rum Painkiller 4Pk","115","1.42L","96","Shaw-Ross International","0","Barry Sessoms",
="18889","Hooten Young American 16Y Jack Carr Warrior","0",".75L","96","WI, Inc","0","Lauren Wiseman",
="18890","Speyburn Companion Cask","31",".75L","72","Hotaling & Co.","0","Barry Sessoms",
="18891","Woodford Reserve Batch Proof","30","700ML","80","Brown - Forman","0","Lauren Wiseman",
="18892","Dogfish Head BarCart 8pk","0","2.84L","104","The Boston Beer Company","0","Bill York",
="18893","Dogfish Head Blood Orange & Mango Crush 8pk","0","2.84L","104","The Boston Beer Company","0","Bill York",
="18894","Truly Vodka Soda Classic 8pk","307","2.84L","104","The Boston Beer Company","0","Bill York",
="18895","Truly Vodka Soda Paradise 8pk","194","2.84L","104","The Boston Beer Company","0","Bill York",
="18897","Grand Mayan Extra Aged Tequila","0",".75L","48","M. S. Walker","0","Nick Pourasef",
="18899","Dancing Goat Quirky & Humble 7Y Straight Bourbon","0",".75L","100","MHW/ Dancing Goat Distillery","0","Mark Fitlin",
="18900","Doc Swinson's Exploratory Cask Bossa Nova","0",".75L","112","Distillers Way","0","Mark Fitlin",
="18901","Doc Swinson's Exploratory Cask French Toasted","11",".75L","112","Distillers Way","0","Mark Fitlin",
="18902","Doc Swinson's Exploratory Cask Pineau","14",".75L","112","Distillers Way","0","Mark Fitlin",
="18903","Sacred Valley Pisco Quebranta","80",".75L","120","American Spirits Exchange","0","Mark Fitlin",
="18905","Number Juan 375ml Twin Pack","28",".75L","30","WT Imports","0","Nick Pourasef",
="18910","Crown Royal Golden Apple 23Y","0",".75L","60","Diageo NA","0","Garrett Miller",
="18914","Bowmore the Darkest 15Y","31",".75L","110","Beam Suntory","0","Bill York",
="18915","Twisted Tea Whiskey","302","50ML","102","Beam Suntory","0","Bill York",
="18916","Knob Creek Rye 7Y w/ 2 GLS","96",".75L","35","Beam Suntory","0","Bill York",
="18917","Old Charter Oak Spanish Oak","0",".75L","108","Sazerac Co.","0","Rick Henry",
="18918","Ardbeg BizarreBQ","0",".75L","110","Moet Hennessy","0","Garrett Miller",
="18919","Luxardo Aperitivo Spritz 4Pk","90","1.00L","144","Hotaling & Co.","0","Barry Sessoms",
="18920","Luxardo Bitter Bianco Spritz 4Pk","93","1.00L","144","Hotaling & Co.","0","Barry Sessoms",
="18921","Luxardo Sour Cherry Gin and Tonic 4Pk","90","1.00L","144","Hotaling & Co.","0","Barry Sessoms",
="18922","Hirsch The Bivouac Bourbon","13",".75L","85","Hotaling & Co.","0","Barry Sessoms",
="18923","Jules Theuriet Liqueur de Pamplemousse","17","700ML","112","Heavenly Spirits LLC","0","Mark Fitlin",
="18924","J.P. Wisers Signature Series","0",".75L","80","Sazerac/ 375 Park Ave Spirits","0","Barry Sessoms",
="18925","Old Elk 8Y Wheated Bourbon","55",".75L","100","Old Elk Distillery","0","Barry Sessoms",
="18926","Old Elk 10Y Wheat Whiskey","50",".75L","100","Old Elk Distillery","0","Barry Sessoms",
="18927","Stellum Black Bourbon","362",".75L","48","MHW/ Barrell Craft","0","Barry Sessoms",
="18929","Hardin's Creek Kentucky Series Clermont","0",".75L","75","Beam Suntory","225","Bill York",
="18930","Corazon Expresiones Anejo French Oak","0",".75L","204","Sazerac Co.","612","Rick Henry",
="18931","Corazon Expresiones Anejo George T Stagg","0",".75L","204","Sazerac Co.","612","Rick Henry",
="18932","Corazon Expresiones Anejo Weller 12Y","0",".75L","204","Sazerac Co.","614","Rick Henry",
="18933","Corazon Expresiones Anejo William Larue Weller","0",".75L","204","Sazerac Co.","612","Rick Henry",
="18935","Saints Alley The Herald Armagnac Cask","26",".75L","66","Ironroot Republic Distilling","198","Jason Lemansky",
="18936","Saints Alley The Herald Special Edition","0",".75L","66","Ironroot Republic Distilling","198","Jason Lemansky",
="18937","Knob Creek Single Barrel Reserve (BTB)","0",".75L","100","Beam Suntory","0","Bill York",
="18938","Rock Hill Farms Bourbon","15",".75L","100","Sazerac Co.","0","Rick Henry",
="18939","Jagermeister w/ 200ML Cold Brew Minimeister","605","1.75L","36","Mast-Jagermeister US","108","Barry Sessoms",
="18940","Dutchess Private Reserve","0",".75L","120","Taconic Distillery","360","Mark Fitlin",
="18941","Taconic Distillery Double Barrel Maple 90P","0",".75L","120","Taconic Distillery","360","Mark Fitlin",
="18942","Dry Fly Cask & Release","15",".75L","96","Dry Fly Distilling","288","Mark Fitlin",
="18943","Jagermeister Liqueur","52","100ML","40","Mast-Jagermeister US","120","Barry Sessoms",
="18944","Blackened 72 Seasons","0",".75L","92","MHW/ Sweet Amber Ventures","276","Nick Pourasef",
="18946","Sunny D Vodka Seltzer 4Pk","0","1.42L","104","American Beverage Corporation","624","Jason Lemansky",
="18947","Ragged Branch Secretariat Res. Bourbon","0",".75L","80","Ragged Branch Distillery","0","Jason Lemansky",
="18948","Ranch Rider Ranch Water 4Pk","257","1.42L","100","Ranch Hand","300","Lauren Wiseman",
="18950","Dewar's Discovery Pk 15Y w/ 2x 50ML","0",".75L","36","Bacardi USA","108","Barry Sessoms",
="18951","Calumet Farm 10Y Bourbon","0",".75L","104","Western Spirits Bev Co.","312","Donavan Campbell",
="18952","Mezcal Union El Viejo","165",".75L","112","Diageo NA","336","Garrett Miller",
="18954","Hendrick's Flora Adora","798",".75L","120","William Grant & Sons","360","Donavan Campbell",
="18955","Salignac VS","677",".75L","56","Beam Suntory","168","Bill York",
="18956","Delola Spritz Bella Berry","732",".75L","92","Beam Suntory","276","Bill York",
="18957","Delola Spritz L'Orange","731",".75L","92","Beam Suntory","276","Bill York",
="18958","Delola Spritz Paloma Rosa","707",".75L","92","Beam Suntory","276","Bill York",
="18959","Bols Red Light Negroni","149",".375L","95","MHW/ Lucas Bols","285","Lauren Wiseman",
="18960","Bardstown Bourbon Collab Series Foursquare","0",".75L","112","Bardstown Bourbon Company","336","Nick Pourasef",
="18962","Ole Smoky Banana Whiskey","0",".75L","112","Ole Smoky Distillery","336","Barry Sessoms",
="18963","Ole Smoky Orange Shinesicle Moonshine Cream","0",".75L","154","Ole Smoky Distillery","462","Barry Sessoms",
="18964","Espolon Blanco","0","1.00L","80","Campari America","240","Barry Sessoms",
="18965","El Tesoro Single Barrel Anejo","0",".75L","58","Beam Suntory","174","Bill York",
="18966","Secret Desire Dark Mocha","3",".75L","100","Craft Spirits Brokers","300","Mark Fitlin",
="18967","Secret Desire White Mocha","5",".75L","100","Craft Spirits Brokers","300","Mark Fitlin",
="18968","Maker's Mark w/ 4 Summer Wheat Cups","92",".75L","35","Beam Suntory","105","Bill York",
="18969","VHW Scholar's Craft Coffee Cask","1",".75L","112","Park St Imp/ Virginia Distillery","336","Lauren Wiseman",
="18970","Midnight Moon Lightning Lemonade W/ LL RTD","99",".75L","72","Piedmont Distillers","216","Donavan Campbell",
="18971","Midnight Moon Peach w/ Peach Tea RTD","110",".75L","72","Piedmont Distillers","216","Donavan Campbell",
="18972","Midnight Moon Watermelon w/ WM RTD","103",".75L","72","Piedmont Distillers","216","Donavan Campbell",
="18973","Old Overholt 114°","79",".75L","75","Beam Suntory","225","Bill York",
="18974","Maker's Mark Wood Finishing Series BEP","0",".75L","85","Beam Suntory","255","Bill York",
="18975","Tres Generaciones Reposado w/ 2 GLS","36",".75L","60","Beam Suntory","180","Bill York",
="18976","Tres Generaciones Plata w/ 2 GLS","63",".75L","60","Beam Suntory","180","Bill York",
="18977","Woodford Reserve Personal Sel (NCABC)","0","1.00L","30","Brown - Forman","90","Lauren Wiseman",
="18978","Elijah Craig Private Barrel Proof","0",".75L","70","Heaven Hill","0","Nick Pourasef",
="18979","Breckenridge Whiskey Rum Cask Finish","0",".75L","108","Breckenridge Distillery","324","Nick Pourasef",
="18980","Blackened Whiskey Cask Strength Vol 3","106",".75L","92","MHW/ Sweet Amber Ventures","276","Nick Pourasef",
="18981","Aperol VAP w/ Spritz Glass","86",".75L","21","Campari America","63","Barry Sessoms",
="18982","Smooth Ambler Founders Cask Strength","0",".75L","88","Pernod Ricard USA","264","Jack Wooten",
="18983","Jefferson's Marian McLain Bourbon","0",".75L","80","Pernod Ricard USA","240","Jack Wooten",
="18984","Blood Oath Pact 9","32",".75L","112","Luxco","0","Donavan Campbell",
="18988","Aberfeldy 15Y Cask","0",".75L","23","Bacardi USA","0","Barry Sessoms",
="18989","Ezra Brooks 99","13","50ML","96","Luxco","0","Donavan Campbell",
="18990","Don Julio Blanco w/ Margarita Mix","13",".75L","30","Diageo NA","0","Garrett Miller",
="18991","Heaven's Door 10Y Series #02 Straight Rye","45",".75L","87","Park St Imp/ HDS Distilling","261","Nick Pourasef",
="18992","Maestro Dobel Diamante Tequila","0",".375L","76","Proximo Spirits","228","Lauren Wiseman",
="18993","Kraken Ginger Beer RTD 4Pk","47","1.42L","91","Proximo Spirits","273","Lauren Wiseman",
="18994","Kraken Rum Punch RTD 4Pk","154","1.42L","91","Proximo Spirits","273","Lauren Wiseman",
="18995","Jose Cuervo Sparkling Lime Margarita RTD 4Pk","271","1.42L","91","Proximo Spirits","273","Lauren Wiseman",
="18996","Don Q Coco - A Craftier Pina Colada VAP","0",".75L","40","Serralles USA","120","Lauren Wiseman",
="18997","Jose Cuervo Tradicional Cristalino w/ 2 Shot GLS","167",".75L","50","Proximo Spirits","0","Lauren Wiseman",
="18998","Bushmills Prohibition Irish Whiskey w/ Flask","158",".75L","50","Proximo Spirits","0","Lauren Wiseman",
="18999","WhistlePig Summerstock Whiskey","0",".75L","110","WhistlePig","330","Jason Lemansky",
="19000","Balcones Lineage","44",".75L","96","Diageo NA","288","Garrett Miller",
="19001","Ciroc Honey Melon","434",".75L","60","Diageo NA","180","Garrett Miller",
="19002","Crown Royal Noble Barley Edition","16",".75L","60","Diageo NA","180","Garrett Miller",
="19003","Jack Daniel's 10Y","0","700ML","90","Brown - Forman","0","Lauren Wiseman",
="19004","Jack Daniel's 12Y","0","700ML","90","Brown - Forman","0","Lauren Wiseman",
="19005","Beattie's Strawberry Potato Vodka","44",".75L","50","MHW/ Beattie's","150","Bruce DeBlock",
="19006","Weller Full Proof  Siingle Barrel Select (BTB)","0",".75L","100","Sazerac Co.","300","Rick Henry",
="19007","Windsor Apple","161","50ML","102","Associated Brewing","306","Jason Lemansky",
="19008","Cathead Sparkling Grapefruit 4Pk","238","1.42L","104","Bottle Tree Beverage Co.","312","Bill York",
="19009","Cathead Sparkling Sun Setters 8pk","168","2.84L","104","Bottle Tree Beverage Co.","312","Bill York",
="19010","Proper No. Twelve Apple","160","50ML","84","Proximo Spirits","252","Lauren Wiseman",
="19011","1921 Tequila Anejo","12",".75L","78","Casa 1921","234","Mark Fitlin",
="19012","1921 Tequila Blanco","0",".75L","78","Casa 1921","234","Mark Fitlin",
="19013","1921 Tequila Reposado","0",".75L","78","Casa 1921","234","Mark Fitlin",
="19014","Amrut Fusion","7",".75L","64","Glass Revolution Imports","192","Mark Fitlin",
="19015","Amrut Single Malt","40",".75L","64","Glass Revolution Imports","192","Mark Fitlin",
="19016","AO Suntory World Whisky","0","700ML","102","Beam Suntory","306","Bill York",
="19017","On the Rocks Midori Sour","319",".375L","105","Beam Suntory","315","Bill York",
="19018","Field & Sound BIB Bourbon","62",".75L","96","Long Island Spirits","288","Jason Lemansky",
="19019","Glengarry Highland Blended Scotch Whisky","0","1.75L","55","Randolph Importing","165","Jason Lemansky",
="19020","Glengarry Highland Single Malt Scotch Whisky","0",".75L","125","Randolph Importing","375","Jason Lemansky",
="19021","Barrell Armida","0",".75L","80","MHW/ Barrell Craft","240","Barry Sessoms",
="19022","Filibuster Dual Cask Bourbon","3",".75L","100","Filibuster Barrels","300","Mark Fitlin",
="19023","Filibuster Triple Cask","0",".75L","100","Filibuster Barrels","300","Mark Fitlin",
="19024","Goslings Spirited Seas Ocean Aged","0",".75L","100","Castle Brands","300","Nick Pourasef",
="19025","Espanita Anejo Tequila","0",".75L","104","Double Eagle Imports","312","Jason Lemansky",
="19026","Espanita Blanco Tequila","0",".75L","104","Double Eagle Imports","312","Jason Lemansky",
="19027","Espanita Double Barrel Reposado","0",".75L","104","Double Eagle Imports","312","Jason Lemansky",
="19028","Espanita Reposado Tequila","0",".75L","104","Double Eagle Imports","312","Jason Lemansky",
="19029","Brookie's Byron Dry Gin","0","700ML","120","Park St Imp/ Anthem Imports","360","Jason Lemansky",
="19030","Cambus 40Y","0",".75L","24","Diageo NA","72","Garrett Miller",
="19031","Benchmark Bonded","0",".75L","70","Sazerac Co.","210","Rick Henry",
="19032","Benchmark Full Proof","0",".75L","70","Sazerac Co.","210","Rick Henry",
="19033","Benchmark Single Barrel","0",".75L","70","Sazerac Co.","210","Rick Henry",
="19034","Benchmark Small Batch","0",".75L","70","Sazerac Co.","210","Rick Henry",
="19035","Benchmark Top Floor","0",".75L","70","Sazerac Co.","210","Rick Henry",
="19036","Blue Run Emerald Rye Whiskey","0",".75L","64","Park St Imp/ Blue Run Spirits","192","Nick Pourasef",
="19037","Blue Run High Rye Bourbon Whiskey","0",".75L","64","Park St Imp/ Blue Run Spirits","192","Nick Pourasef",
="19038","Blue Run Reflection 95 Proof Bourbon","0",".75L","64","Park St Imp/ Blue Run Spirits","192","Nick Pourasef",
="19039","Moon Pie Banana Cream","0",".75L","120","Tennessee Shine Co.","360","Jason Lemansky",
="19040","Moon Pie Chocolate Cream","0",".75L","120","Tennessee Shine Co.","360","Jason Lemansky",
="19041","Moon Pie Coconut Cream","0",".75L","120","Tennessee Shine Co.","360","Jason Lemansky",
="19042","Moon Pie Strawberry Cream","0",".75L","120","Tennessee Shine Co.","360","Jason Lemansky",
="19043","Eight Reserve","132",".75L","64","MHW/ 818 Spirits","192","Barry Sessoms",
="19044","The Manhattan Project","88",".75L","48","Savage & Cooke","144","Jason Lemansky",
="19045","L.A. Beach Bourbon BIB","32",".75L","60","Los Angeles Distillery","180","Mark Fitlin",
="19046","Teremana Anejo Tequila","289",".75L","100","Mast-Jagermeister US","300","Barry Sessoms",
="19049","Kilo Kai Spiced Rum","42",".75L","60","Apostrophe Brands","180","Jason Lemansky",
="19050","Carolans Peanut Butter","433",".75L","100","Heaven Hill","300","Nick Pourasef",
="19051","Old Elk Cigar Cut","0",".75L","100","Old Elk Distillery","300","Barry Sessoms",
="19052","Old Elk Rum Finished Rye","51",".75L","100","Old Elk Distillery","300","Barry Sessoms",
="19053","Old Elk Wheat N Rye","40",".75L","100","Old Elk Distillery","300","Barry Sessoms",
="19054","Bailey's Vanilla Mint Shake","0",".75L","55","Diageo NA","165","Garrett Miller",
="19055","Goodwood Walnut Brown Barrel Bourbon","17",".75L","100","Goodwood Brewing & Spirits","300","Jason Lemansky",
="19056","Goodwood Honey Ale Bourbon","14",".75L","100","Goodwood Brewing & Spirits","300","Jason Lemansky",
="19058","X Dar Ukrainian Vodka","89","1.75L","60","Liquorum Imports","180","Jeffrey A. Morse, Jr.",
="19059","X Dar Ukrainian Vodka","117",".75L","80","Liquorum Imports","240","Jeffrey A. Morse, Jr.",
="19060","Monnet Cognac VSOP","75","700ML","120","Heavenly Spirits LLC","360","Mark Fitlin",
="19061","Broken Barrel California Oak","0",".75L","110","Infuse Spirits","330","Lauren Wiseman",
="19062","Piggyback Rye Legends Ser. Brothers Osborne","21",".75L","84","WhistlePig","252","Jason Lemansky",
="19063","Heaven Hill Heritage Coll. 20Y Corn","0",".75L","72","Heaven Hill","0","Nick Pourasef",
="19064","Adictivo Extra Anejo 14Y Ed. Extra Rare","7",".75L","40","Marsalle/Stoller Imports","120","Jeffrey A. Morse, Jr.",
="19065","WhistlePig Rye Piglets","18","150ML","30","WhistlePig","90","Jason Lemansky",
="19066","Bernheim  Wheat  Barrel Proof","0",".75L","195","Heaven Hill","0","Nick Pourasef",
="19067","L.A. Beach Hi-Wheat BIB","5",".75L","60","Los Angeles Distillery","180","Mark Fitlin",
="19068","Bushwood Front 9 7Y Bourbon","0",".75L","80","American Spirits Exchange","240","Jason Lemansky",
="19069","Bushwood Long Ball Bourbon","0",".75L","80","American Spirits Exchange","240","Jason Lemansky",
="19070","Stillwater Rye","2",".75L","80","American Spirits Exchange","240","Jason Lemansky",
="19071","Gold Spot","0","700ML","115","Pernod Ricard USA","345","Jack Wooten",
="19072","Zackariah Harris","613","1.75L","65","Sazerac Co.","195","Rick Henry",
="19073","WhistlePig Beholden 21Y Single Malt","0",".75L","84","WhistlePig","0","Jason Lemansky",
="19074","Old Hillside Straight Rye Whiskey","4",".75L","55","Old Hillside Bourbon Company","165","Jason Lemansky",
="19081","Patsch Reposado Tequila","7",".75L","60","WP Wine Imports","180","Jason Lemansky",
="19082","Patsch Blanco Tequila","0",".75L","60","WP Wine Imports","180","Jason Lemansky",
